,good_loan
59951,0
98850,0
76201,0
68603,0
3867,0
58859,0
72161,0
87084,0
107244,0
18078,0
85155,0
2690,0
87336,0
81283,0
60544,0
63176,0
98696,0
94944,0
79682,0
108488,0
64680,0
60513,0
79402,0
83973,0
53696,0
30634,0
93480,0
31016,0
45742,0
79764,0
51984,0
63390,0
41318,0
33929,0
6350,0
53972,0
56030,0
89314,0
58016,0
75559,0
44555,0
41539,0
105637,0
91790,0
84356,0
113622,0
72194,0
77560,0
62219,0
46881,0
76306,0
77686,0
110065,0
100892,0
66114,0
7470,0
44042,0
93415,0
64774,0
91986,0
51157,0
98152,0
82601,0
61558,0
4053,0
92572,0
52116,0
57912,0
46987,0
71780,0
573,0
64775,0
6287,0
61017,0
69354,0
15518,0
84725,0
48041,0
56014,0
32793,0
76071,0
101579,0
80679,0
88286,0
45355,0
92537,0
77264,0
89593,0
95199,0
95395,0
54620,0
50611,0
7650,0
118294,0
101996,0
2020,0
49398,0
111731,0
64040,0
95967,0
46257,0
49426,0
88213,0
7315,0
116741,0
46026,0
2503,0
57544,0
67545,0
6700,0
62093,0
32811,0
76148,0
81264,0
19026,0
76728,0
68629,0
50848,0
80607,0
9925,0
54049,0
53357,0
113283,0
14589,0
6817,0
94660,0
42282,0
19383,0
110714,0
44244,0
38321,0
88463,0
66318,0
90836,0
86505,0
8048,0
69814,0
97924,0
47960,0
34975,0
85026,0
81646,0
45200,0
61858,0
91061,0
16917,0
4745,0
82115,0
76825,0
71695,0
66174,0
75026,0
77263,0
48409,0
97576,0
89464,0
22366,0
99685,0
80143,0
86240,0
118737,0
59859,0
111759,0
58568,0
83530,0
23233,0
66352,0
21332,0
60370,0
93003,0
53694,0
83369,0
99819,0
30286,0
75118,0
88676,0
90405,0
70044,0
114221,0
61980,0
76794,0
42253,0
94224,0
119027,0
45544,0
49615,0
7963,0
73788,0
85003,0
114918,0
10820,0
79986,0
68260,0
110027,0
4514,0
24262,0
101870,0
24914,0
48310,0
69582,0
7946,0
50114,0
106727,0
63717,0
88719,0
23880,0
37573,0
68647,0
118467,0
60203,0
39317,0
63179,0
91402,0
32942,0
84225,0
25542,0
75311,0
77912,0
78935,0
119680,0
94712,0
74062,0
76010,0
19737,0
32575,0
11544,0
78414,0
55001,0
31849,0
84576,0
91608,0
69555,0
117212,0
48359,0
83296,0
101438,0
48011,0
82023,0
34978,0
71216,0
78093,0
74598,0
62334,0
54518,0
77358,0
836,0
82941,0
85600,0
979,0
92344,0
105017,0
87722,0
60789,0
86267,0
88800,0
86893,0
57893,0
72983,0
67862,0
57226,0
10216,0
48995,0
11291,0
81115,0
53523,0
37382,0
43950,0
57181,0
62863,0
37699,0
71655,0
63386,0
17935,0
47311,0
37141,0
55688,0
34451,0
13747,0
26563,0
29707,0
50146,0
69900,0
46926,0
62399,0
56069,0
85573,0
63086,0
52357,0
76903,0
5131,0
54966,0
75450,0
29134,0
69775,0
107136,0
11896,0
60772,0
27074,0
112656,0
118774,0
70944,0
59526,0
56277,0
60647,0
31958,0
69984,0
17109,0
27850,0
30674,0
69377,0
21725,0
112889,0
78791,0
115111,0
6087,0
24351,0
32499,0
80383,0
96885,0
41284,0
81084,0
76094,0
45404,0
54342,0
80781,0
117628,0
63245,0
30713,0
111948,0
53158,0
46941,0
50336,0
98343,0
55604,0
30938,0
42654,0
83929,0
92144,0
19991,0
45872,0
69717,0
80596,0
66383,0
40504,0
85945,0
84459,0
92000,0
92389,0
7287,0
45138,0
3296,0
82898,0
26524,0
31053,0
46977,0
60058,0
55573,0
94096,0
35334,0
93696,0
70375,0
6905,0
47416,0
8059,0
100578,0
72157,0
52010,0
40657,0
15986,0
98045,0
21253,0
93136,0
80840,0
75560,0
64970,0
82490,0
109416,0
87210,0
20055,0
85943,0
74463,0
46271,0
118042,0
47607,0
29700,0
28654,0
80483,0
35426,0
71522,0
101956,0
109706,0
100731,0
119111,0
113703,0
25232,0
117533,0
51946,0
101964,0
74446,0
46195,0
35884,0
89669,0
26824,0
49728,0
980,0
95238,0
71111,0
4285,0
42047,0
86407,0
99722,0
57286,0
107339,0
31708,0
82315,0
21014,0
56738,0
112532,0
18670,0
111554,0
87982,0
78740,0
97285,0
45008,0
70520,0
29237,0
8623,0
24509,0
115034,0
112868,0
118676,0
16962,0
8943,0
51425,0
6341,0
67573,0
323,0
48814,0
80811,0
52539,0
81955,0
87202,0
38272,0
36920,0
35390,0
43210,0
56936,0
91856,0
98824,0
76092,0
9049,0
61027,0
19892,0
20667,0
85351,0
43725,0
109410,0
50774,0
88989,0
36350,0
46980,0
62552,0
65334,0
42718,0
52706,0
58050,0
78424,0
67980,0
96630,0
109534,0
1787,0
96378,0
11906,0
73969,0
86710,0
9191,0
43475,0
54243,0
25949,0
112413,0
69884,0
915,0
53268,0
65451,0
56272,0
77411,0
6285,0
94212,0
62398,0
112527,0
46590,0
54411,0
78145,0
92312,0
86938,0
52264,0
101524,0
51541,0
22479,0
84781,0
29172,0
92857,0
9473,0
36874,0
100272,0
55845,0
94246,0
71195,0
60506,0
69544,0
80000,0
39087,0
3348,0
110681,0
66144,0
32544,0
83214,0
95682,0
52284,0
9099,0
53719,0
7797,0
82362,0
81162,0
95119,0
44201,0
44567,0
68616,0
80962,0
4186,0
83477,0
49481,0
90680,0
58564,0
57161,0
61318,0
9185,0
77763,0
70527,0
106671,0
28032,0
1323,0
42821,0
69988,0
44496,0
23733,0
45351,0
90602,0
39316,0
92600,0
90482,0
52831,0
100983,0
18194,0
82228,0
63505,0
65090,0
35382,0
72538,0
76468,0
29793,0
26829,0
81868,0
50518,0
92533,0
44186,0
67769,0
100181,0
92903,0
68441,0
56805,0
67155,0
78566,0
40116,0
119915,0
64814,0
34114,0
33927,0
82256,0
75274,0
118787,0
39337,0
50922,0
51700,0
63047,0
112782,0
30408,0
55153,0
9494,0
71861,0
65661,0
118985,0
59714,0
52439,0
78170,0
50635,0
90092,0
34273,0
75502,0
7373,0
88542,0
112801,0
63845,0
13928,0
45051,0
105914,0
95552,0
69446,0
8261,0
1006,0
43573,0
83841,0
41683,0
56709,0
94130,0
94935,0
87136,0
32741,0
74816,0
519,0
21878,0
58448,0
56423,0
70238,0
40083,0
48861,0
2063,0
68570,0
480,0
48793,0
93238,0
13481,0
58472,0
44609,0
67720,0
55073,0
109610,0
74267,0
90584,0
91158,0
88370,0
102052,0
107105,0
91274,0
32223,0
77326,0
24954,0
8148,0
2384,0
18278,0
4069,0
97997,0
58632,0
4633,0
72086,0
30970,0
60702,0
42294,0
89617,0
54236,0
23027,0
67224,0
18674,0
14544,0
63165,0
5288,0
28549,0
69831,0
116510,0
93743,0
9953,0
20869,0
43963,0
111148,0
25160,0
108655,0
41066,0
692,0
41217,0
3955,0
68526,0
80988,0
98854,0
9521,0
72014,0
9038,0
473,0
79722,0
41424,0
99194,0
105804,0
27628,0
66198,0
68089,0
69619,0
10,0
82310,0
82247,0
97896,0
23005,0
37256,0
970,0
50906,0
39208,0
60785,0
52681,0
17851,0
70488,0
50530,0
2552,0
69494,0
89182,0
80108,0
86845,0
90711,0
62263,0
14495,0
53753,0
59428,0
86233,0
92213,0
46242,0
15724,0
19372,0
47829,0
40920,0
97964,0
46637,0
33034,0
85335,0
112605,0
64010,0
86785,0
100359,0
78151,0
91281,0
766,0
13528,0
78202,0
87680,0
10015,0
78976,0
45554,0
70863,0
54388,0
13111,0
41425,0
69453,0
54685,0
54196,0
35936,0
99440,0
20850,0
108820,0
67483,0
68804,0
95463,0
79319,0
76578,0
113478,0
7337,0
55523,0
10158,0
23564,0
47041,0
78210,0
17660,0
14956,0
83482,0
22331,0
77041,0
100516,0
91857,0
39470,0
67364,0
12361,0
50337,0
62218,0
110060,0
53368,0
79761,0
26797,0
87190,0
96943,0
73020,0
52192,0
47571,0
225,0
69015,0
88170,0
12451,0
95215,0
86049,0
26352,0
104723,0
92881,0
72354,0
83218,0
64917,0
15143,0
16924,0
24992,0
86659,0
97818,0
81785,0
50930,0
53572,0
74743,0
99986,0
60756,0
117749,0
77371,0
45622,0
79006,0
94951,0
86122,0
57050,0
73940,0
84341,0
93734,0
45333,0
41633,0
25819,0
87873,0
31576,0
101740,0
101967,0
82126,0
47097,0
29541,0
72891,0
55184,0
67164,0
12736,0
49685,0
77169,0
27204,0
91685,0
101409,0
53563,0
60679,0
21088,0
43236,0
45292,0
88120,0
49709,0
73820,0
95021,0
71992,0
64560,0
90543,0
4420,0
60986,0
56023,0
11621,0
116463,0
64085,0
80796,0
60972,0
117131,0
43931,0
19005,0
108534,0
99767,0
52038,0
35116,0
25427,0
58562,0
119355,0
116175,0
25509,0
96756,0
18030,0
74506,0
8166,0
109877,0
64913,0
32977,0
114005,0
44820,0
86897,0
54438,0
92278,0
74715,0
56932,0
70276,0
48780,0
52536,0
23558,0
109778,0
50534,0
19276,0
62033,0
97228,0
17673,0
106334,0
98605,0
48226,0
34686,0
10729,0
34889,0
64635,0
6676,0
119574,0
114049,0
101570,0
46813,0
94627,0
110429,0
55320,0
77170,0
74680,0
32454,0
30777,0
105184,0
111645,0
6645,0
76227,0
73348,0
35912,0
57971,0
22831,0
77640,0
66322,0
32992,0
75436,0
50932,0
11737,0
63320,0
46687,0
95255,0
26707,0
96387,0
47823,0
48542,0
58502,0
52005,0
113463,0
14019,0
61924,0
63372,0
7111,0
96641,0
95628,0
13516,0
113734,0
92438,0
46846,0
99228,0
86245,0
4082,0
40370,0
24187,0
43817,0
25709,0
41725,0
708,0
72535,0
85336,0
8674,0
63345,0
90601,0
28859,0
60740,0
62318,0
85904,0
93971,0
107185,0
67018,0
36965,0
65937,0
85207,0
105407,0
86605,0
14581,0
77283,0
47073,0
90698,0
80348,0
34148,0
71592,0
2107,0
23716,0
61444,0
89210,0
93312,0
25958,0
60586,0
23043,0
4291,0
85931,0
50429,0
107414,0
65773,0
59282,0
49678,0
61091,0
66241,0
34807,0
94588,0
43862,0
92655,0
21100,0
31269,0
42611,0
97918,0
24027,0
22642,0
36369,0
61655,0
2498,0
67541,0
111802,0
40592,0
84363,0
19239,0
87956,0
55769,0
51315,0
54887,0
31164,0
82649,0
38700,0
59309,0
99650,0
59066,0
111890,0
80567,0
112836,0
61903,0
12459,0
337,0
70785,0
99055,0
2839,0
10735,0
108780,0
57217,0
69247,0
38664,0
39326,0
14424,0
80875,0
102546,0
24991,0
53125,0
88271,0
7352,0
35168,0
80403,0
82994,0
87733,0
87540,0
12796,0
3589,0
110428,0
57895,0
41835,0
29474,0
6926,0
7778,0
97050,0
70254,0
51627,0
115804,0
43364,0
12140,0
14267,0
84398,0
87,0
35077,0
65505,0
81784,0
85901,0
28689,0
9688,0
100504,0
59671,0
59528,0
6064,0
59390,0
47839,0
112754,0
69601,0
66919,0
95820,0
25673,0
86744,0
50825,0
67568,0
56119,0
74601,0
17057,0
47414,0
24145,0
37048,0
105168,0
66052,0
16113,0
116084,0
80388,0
91739,0
70354,0
118380,0
2095,0
68090,0
16967,0
87300,0
87466,0
19834,0
22403,0
100774,0
89487,0
62038,0
59740,0
92517,0
73485,0
14773,0
13949,0
45566,0
80808,0
70726,0
5909,0
111755,0
67864,0
44633,0
11011,0
70376,0
108128,0
54944,0
16264,0
89125,0
89566,0
68016,0
26119,0
17525,0
79523,0
56897,0
29250,0
48099,0
53747,0
88822,0
67710,0
45946,0
114249,0
96342,0
58803,0
58216,0
114163,0
93077,0
81966,0
25214,0
74504,0
67391,0
33492,0
4990,0
5037,0
100243,0
68676,0
58126,0
54852,0
5946,0
110148,0
68335,0
83833,0
80793,0
92712,0
10214,0
96970,0
87798,0
27064,0
85843,0
89938,0
87559,0
53761,0
70738,0
58426,0
43416,0
15444,0
102248,0
89544,0
69545,0
2895,0
78407,0
42739,0
18378,0
81753,0
3114,0
91416,0
63787,0
119512,0
106088,0
61370,0
86276,0
83531,0
72640,0
34949,0
70927,0
111663,0
78224,0
84686,0
8075,0
109733,0
1854,0
97525,0
75223,0
41112,0
37310,0
84848,0
15736,0
28453,0
115420,0
38202,0
62053,0
46200,0
111276,0
12263,0
33263,0
75564,0
101860,0
19672,0
6453,0
88095,0
46208,0
40737,0
60989,0
7846,0
16419,0
83977,0
66584,0
65695,0
108660,0
26115,0
79718,0
70744,0
28262,0
46550,0
45772,0
119392,0
5529,0
48638,0
9141,0
67438,0
47153,0
93203,0
104631,0
63862,0
69655,0
101002,0
32241,0
40742,0
47483,0
60337,0
104846,0
99335,0
57329,0
96658,0
87975,0
108702,0
5916,0
86986,0
58691,0
63324,0
30668,0
100988,0
54738,0
92611,0
75362,0
70473,0
55439,0
32536,0
46575,0
51023,0
92171,0
44964,0
5493,0
24703,0
25220,0
8107,0
68178,0
72344,0
109415,0
76437,0
56132,0
36472,0
25856,0
92137,0
2990,0
92867,0
54937,0
47484,0
28281,0
83045,0
62319,0
95055,0
11739,0
93339,0
67594,0
13058,0
106925,0
89173,0
24870,0
19326,0
97670,0
50280,0
57888,0
36816,0
7601,0
118851,0
110543,0
63004,0
100337,0
7805,0
39965,0
22240,0
25751,0
68637,0
33331,0
54929,0
91578,0
75473,0
40164,0
55462,0
96301,0
84782,0
65576,0
36153,0
79872,0
48994,0
43577,0
61792,0
87049,0
37148,0
66831,0
3506,0
75106,0
117909,0
77343,0
61026,0
56590,0
96396,0
50309,0
53062,0
81963,0
34968,0
100439,0
27837,0
84034,0
57062,0
37245,0
94289,0
5981,0
56172,0
62186,0
112421,0
111248,0
3377,0
34675,0
24579,0
62770,0
31148,0
78258,0
95934,0
112012,0
82638,0
27638,0
18198,0
93704,0
81512,0
64846,0
31957,0
30544,0
44843,0
78602,0
88513,0
79567,0
18326,0
40883,0
84193,0
56426,0
77017,0
69616,0
72559,0
37413,0
94873,0
4534,0
94947,0
34519,0
105071,0
117395,0
58180,0
1713,0
61383,0
24933,0
29666,0
66836,0
96622,0
39495,0
28488,0
69529,0
45786,0
1658,0
86541,0
29954,0
57750,0
22661,0
14622,0
40575,0
72265,0
73308,0
9654,0
5975,0
54051,0
91037,0
119327,0
94339,0
114139,0
79796,0
89311,0
94034,0
113642,0
48241,0
86803,0
36783,0
104318,0
89570,0
49042,0
47241,0
45670,0
116752,0
4247,0
37589,0
62794,0
87282,0
78132,0
53391,0
99504,0
50124,0
88420,0
47150,0
113313,0
11887,0
53932,0
14030,0
119279,0
64734,0
13607,0
74610,0
102045,0
53629,0
270,0
99232,0
22502,0
108454,0
52153,0
62231,0
56825,0
92789,0
110716,0
100596,0
8596,0
72935,0
61364,0
70641,0
2864,0
21708,0
80232,0
100313,0
12679,0
73184,0
99189,0
91010,0
20923,0
91109,0
80407,0
43826,0
80684,0
96741,0
44451,0
39183,0
9562,0
59453,0
40112,0
100792,0
102521,0
108593,0
24452,0
36495,0
85322,0
97731,0
117618,0
15007,0
88335,0
100140,0
19592,0
62860,0
95653,0
20115,0
70180,0
12151,0
10633,0
50257,0
111326,0
73746,0
41254,0
67637,0
60310,0
44733,0
31046,0
7168,0
111927,0
55560,0
26898,0
46182,0
93094,0
22020,0
70043,0
99078,0
79519,0
88494,0
74622,0
77589,0
7779,0
88222,0
90369,0
91531,0
73661,0
99239,0
89454,0
101597,0
53742,0
33958,0
71221,0
61850,0
73873,0
24111,0
91401,0
55266,0
80369,0
8702,0
113909,0
112698,0
93616,0
40945,0
71957,0
35947,0
46919,0
79035,0
49307,0
21454,0
93008,0
110704,0
53495,0
90251,0
90032,0
95885,0
114337,0
81320,0
6309,0
42420,0
95870,0
75722,0
13565,0
37340,0
96209,0
50658,0
4964,0
58676,0
100007,0
46484,0
46653,0
61315,0
86197,0
102456,0
58110,0
21572,0
36255,0
94733,0
49494,0
75554,0
48694,0
16020,0
11492,0
84045,0
107921,0
48168,0
69540,0
9837,0
106835,0
29343,0
61357,0
115718,0
93832,0
67315,0
5256,0
1699,0
69224,0
110957,0
82610,0
43674,0
78174,0
90733,0
71725,0
114103,0
45961,0
20319,0
73913,0
92846,0
35891,0
6259,0
63964,0
105520,0
17380,0
56427,0
87796,0
38747,0
104999,0
74792,0
106003,0
46988,0
81810,0
115357,0
24403,0
2050,0
46306,0
36197,0
64346,0
109303,0
55937,0
39987,0
20637,0
49724,0
36377,0
93197,0
119115,0
12456,0
64837,0
91114,0
12106,0
43591,0
29613,0
27683,0
17774,0
12860,0
54012,0
97333,0
55390,0
82042,0
3065,0
102354,0
3548,0
113959,0
6729,0
92109,0
101973,0
116340,0
90367,0
47170,0
45987,0
100753,0
78959,0
70246,0
58181,0
59696,0
84739,0
77082,0
6832,0
96797,0
71197,0
5109,0
18253,0
55615,0
61856,0
72506,0
4003,0
44641,0
102562,0
20327,0
116825,0
67325,0
84733,0
78555,0
86674,0
113995,0
82076,0
12181,0
90856,0
75753,0
52129,0
90358,0
116405,0
72289,0
43066,0
24947,0
90884,0
53674,0
69712,0
118936,0
57322,0
54154,0
21842,0
4628,0
70686,0
61788,0
82498,0
33192,0
78541,0
24995,0
51104,0
98464,0
89285,0
45699,0
6283,0
106969,0
100847,0
43894,0
20351,0
37313,0
67331,0
117823,0
115466,0
52594,0
80367,0
80062,0
97637,0
87746,0
94999,0
84861,0
87403,0
15288,0
43935,0
20672,0
7068,0
45052,0
71486,0
109813,0
94706,0
3691,0
107795,0
9040,0
37170,0
71422,0
27624,0
68530,0
58356,0
39991,0
4334,0
43887,0
24546,0
42783,0
49388,0
48504,0
6290,0
114468,0
39052,0
87911,0
48548,0
91217,0
74351,0
87372,0
77785,0
90831,0
102070,0
20987,0
64338,0
69460,0
20770,0
93406,0
25433,0
13796,0
115687,0
50607,0
22440,0
92497,0
86711,0
33833,0
34930,0
85469,0
55606,0
13529,0
138,0
24047,0
79190,0
110857,0
78833,0
33437,0
31572,0
70567,0
87738,0
32761,0
23557,0
73552,0
61643,0
83305,0
59339,0
23243,0
8213,0
88105,0
47963,0
69371,0
35235,0
48682,0
67206,0
91032,0
53777,0
78255,0
76080,0
53373,0
102424,0
1668,0
56136,0
94451,0
59115,0
39775,0
82059,0
77945,0
26205,0
160,0
24839,0
37850,0
82887,0
56903,0
39975,0
47738,0
46122,0
49964,0
65665,0
91111,0
87801,0
116293,0
117321,0
40265,0
34750,0
38108,0
5753,0
24357,0
49761,0
59255,0
87089,0
14830,0
80576,0
78148,0
75346,0
95643,0
60000,0
107806,0
2691,0
71356,0
93980,0
66946,0
2285,0
79259,0
38590,0
50962,0
93541,0
92045,0
118867,0
43370,0
15593,0
45188,0
80147,0
94000,0
65611,0
93578,0
109698,0
90636,0
57120,0
78756,0
41001,0
93490,0
91304,0
28932,0
77143,0
2386,0
38907,0
28573,0
48641,0
84920,0
48469,0
22645,0
41,0
118114,0
45094,0
29418,0
67969,0
52573,0
77423,0
94445,0
39221,0
42753,0
101911,0
3185,0
45817,0
25824,0
62994,0
80716,0
95542,0
11065,0
116447,0
45818,0
78343,0
31540,0
93573,0
74174,0
69309,0
101352,0
30473,0
92049,0
87218,0
42732,0
40884,0
39984,0
15964,0
3618,0
60910,0
41313,0
83270,0
101477,0
57636,0
101806,0
101549,0
88915,0
118651,0
56374,0
110089,0
31729,0
20817,0
84162,0
70992,0
82298,0
117343,0
89790,0
79141,0
115456,0
100613,0
72673,0
35671,0
11743,0
49538,0
24538,0
85344,0
12893,0
36446,0
67012,0
10063,0
79304,0
96940,0
82067,0
63891,0
19596,0
55916,0
71077,0
84667,0
73890,0
100480,0
111781,0
50177,0
43097,0
89681,0
73440,0
10902,0
82405,0
20440,0
13422,0
14873,0
61977,0
71717,0
973,0
7841,0
56880,0
95695,0
48327,0
78971,0
101348,0
46216,0
98557,0
99808,0
7355,0
17009,0
6175,0
99520,0
92349,0
52015,0
17563,0
77238,0
77236,0
62911,0
109365,0
64683,0
80130,0
69327,0
82140,0
73653,0
80231,0
47012,0
102284,0
79768,0
31806,0
9028,0
12595,0
12723,0
82288,0
57170,0
30397,0
50396,0
117830,0
107497,0
114347,0
75935,0
85267,0
40050,0
35119,0
37875,0
97067,0
3768,0
54072,0
118850,0
700,0
23625,0
25318,0
93790,0
60967,0
21199,0
25598,0
91327,0
46594,0
81773,0
43383,0
5774,0
63793,0
23892,0
119922,0
25981,0
9765,0
38626,0
9218,0
40019,0
23711,0
94669,0
58836,0
49619,0
107427,0
117397,0
116497,0
3846,0
1454,0
87739,0
55710,0
42848,0
70619,0
89465,0
8380,0
95610,0
75434,0
66898,0
87890,0
32414,0
88943,0
108447,0
63837,0
101987,0
96189,0
16412,0
84016,0
72087,0
53967,0
63720,0
22659,0
115262,0
119820,0
87256,0
60748,0
37228,0
62979,0
93443,0
26802,0
83318,0
48941,0
61085,0
30391,0
39956,0
117902,0
85917,0
73364,0
8509,0
71096,0
95030,0
62478,0
97578,0
25456,0
68955,0
83811,0
4830,0
76676,0
87940,0
36854,0
78185,0
59917,0
95492,0
21152,0
106087,0
111579,0
25604,0
100087,0
60308,0
7359,0
74449,0
41153,0
75904,0
97173,0
41229,0
43978,0
36402,0
71093,0
6330,0
53703,0
100159,0
113754,0
1167,0
62112,0
51591,0
62751,0
95826,0
75808,0
70339,0
13656,0
23315,0
70926,0
119210,0
97114,0
19695,0
93324,0
99863,0
71167,0
45538,0
36703,0
3456,0
59008,0
118687,0
39921,0
59654,0
20578,0
62442,0
2153,0
6190,0
21569,0
78080,0
98667,0
40850,0
56990,0
24668,0
3251,0
73358,0
73059,0
60416,0
86784,0
109908,0
69173,0
42417,0
80163,0
79279,0
63420,0
76739,0
28924,0
36471,0
77681,0
68160,0
69973,0
46155,0
30878,0
64722,0
13685,0
84274,0
8570,0
21403,0
90652,0
85434,0
115356,0
67235,0
107759,0
65115,0
92146,0
28465,0
57184,0
30280,0
3746,0
67757,0
115955,0
58058,0
93237,0
114425,0
65147,0
67336,0
23045,0
81361,0
64215,0
56835,0
47226,0
117960,0
84694,0
42020,0
119422,0
81145,0
32928,0
107628,0
37837,0
113392,0
92124,0
80723,0
50132,0
116645,0
44165,0
34123,0
86147,0
85656,0
2072,0
20707,0
93933,0
113624,0
28821,0
79798,0
11665,0
92105,0
30478,0
72901,0
113629,0
118990,0
48370,0
92379,0
22166,0
54542,0
11634,0
3871,0
19659,0
70800,0
55115,0
115333,0
67178,0
30563,0
75638,0
88034,0
99565,0
68562,0
33639,0
44090,0
45153,0
22242,0
94449,0
37218,0
76534,0
97915,0
112549,0
63099,0
96918,0
79417,0
95292,0
13302,0
82085,0
47120,0
112312,0
78947,0
54378,0
9031,0
68070,0
65371,0
81621,0
13206,0
13654,0
91177,0
13870,0
29220,0
9129,0
44769,0
118062,0
60009,0
17922,0
45166,0
48956,0
115464,0
113282,0
85851,0
93319,0
116548,0
88258,0
81991,0
9289,0
90288,0
26351,0
38844,0
116492,0
57317,0
118387,0
44498,0
48274,0
23020,0
22813,0
54903,0
70260,0
55932,0
96877,0
1093,0
82856,0
92320,0
7449,0
100840,0
47364,0
117354,0
62128,0
87904,0
45447,0
98903,0
99600,0
51850,0
55378,0
79656,0
73852,0
64802,0
36989,0
22471,0
12275,0
65975,0
83636,0
34572,0
109256,0
74123,0
77473,0
111086,0
11235,0
44209,0
118041,0
43336,0
74075,0
85169,0
47129,0
90131,0
1350,0
93044,0
12004,0
21319,0
97338,0
51288,0
58541,0
80955,0
94723,0
38070,0
77990,0
69635,0
25054,0
62261,0
84106,0
23962,0
96806,0
33107,0
12657,0
31564,0
17524,0
52758,0
63519,0
59885,0
48705,0
107050,0
24002,0
38271,0
93989,0
29366,0
53548,0
4736,0
63833,0
101349,0
101498,0
106625,0
61457,0
42013,0
47014,0
51434,0
14452,0
70971,0
32917,0
11154,0
30672,0
39528,0
37914,0
308,0
65427,0
98288,0
80705,0
12255,0
45382,0
95765,0
115909,0
90291,0
35025,0
77397,0
57281,0
3773,0
90086,0
61671,0
98214,0
13411,0
80719,0
93297,0
118225,0
81166,0
96082,0
108,0
116769,0
61419,0
3221,0
9286,0
99620,0
12198,0
64397,0
74924,0
15003,0
108091,0
32825,0
91806,0
59677,0
113913,0
2854,0
25424,0
55788,0
38984,0
14295,0
17708,0
862,0
100497,0
80116,0
92652,0
69492,0
39881,0
11358,0
80099,0
66761,0
91139,0
5209,0
91459,0
31401,0
84768,0
20714,0
56554,0
90122,0
8630,0
77068,0
66601,0
101421,0
66341,0
42456,0
33441,0
94926,0
118911,0
113136,0
54000,0
67861,0
2290,0
115820,0
3401,0
20648,0
60007,0
35396,0
96443,0
42505,0
51654,0
98350,0
46641,0
9719,0
27742,0
48824,0
99743,0
28781,0
91809,0
94897,0
101481,0
32666,0
80556,0
88561,0
3382,0
35072,0
65297,0
61532,0
61260,0
76521,0
58692,0
95306,0
89885,0
55507,0
46729,0
98754,0
46869,0
27747,0
71364,0
109847,0
80575,0
110357,0
52638,0
35093,0
39897,0
82155,0
40963,0
105651,0
46631,0
119084,0
54392,0
97200,0
42327,0
63604,0
87047,0
11103,0
99747,0
47560,0
19241,0
96240,0
118449,0
2939,0
21309,0
64373,0
101903,0
75592,0
86415,0
20063,0
80992,0
3154,0
81403,0
44219,0
78351,0
64218,0
67820,0
20350,0
63034,0
83210,0
117839,0
83690,0
101861,0
16346,0
94393,0
37851,0
85995,0
60106,0
38517,0
99619,0
81875,0
114451,0
49508,0
86963,0
111762,0
82031,0
86991,0
59174,0
5012,0
39749,0
78296,0
96403,0
80025,0
89353,0
114327,0
35292,0
9904,0
112170,0
17141,0
40527,0
29536,0
41788,0
66600,0
14008,0
7750,0
106834,0
83481,0
60894,0
44343,0
83393,0
39366,0
33111,0
25731,0
41354,0
53119,0
32042,0
41055,0
32555,0
5136,0
77110,0
31356,0
78586,0
800,0
94608,0
19934,0
53052,0
43804,0
85620,0
86031,0
22646,0
5194,0
69143,0
90005,0
82753,0
17037,0
87276,0
89558,0
63083,0
107070,0
93269,0
17761,0
11511,0
7989,0
89596,0
92386,0
83434,0
81645,0
62298,0
91574,0
45083,0
55112,0
11696,0
56085,0
60444,0
68402,0
41995,0
91837,0
1629,0
41263,0
48278,0
60031,0
90699,0
47892,0
118616,0
30329,0
89870,0
113309,0
93079,0
4963,0
78479,0
67137,0
118192,0
24798,0
48657,0
40710,0
54187,0
66592,0
12939,0
90153,0
79793,0
84007,0
91170,0
82205,0
108586,0
95549,0
43396,0
20281,0
41083,0
95699,0
39910,0
97928,0
31101,0
59723,0
62920,0
99421,0
22289,0
40514,0
107496,0
68067,0
61203,0
79836,0
29072,0
39062,0
42747,0
25984,0
54201,0
87986,0
87112,0
24542,0
76056,0
17773,0
81530,0
61311,0
73012,0
81390,0
81565,0
111563,0
86155,0
106382,0
16193,0
89569,0
28947,0
99052,0
54415,0
20367,0
92558,0
45626,0
36427,0
116544,0
97287,0
99894,0
17575,0
10108,0
46964,0
60490,0
13985,0
93986,0
22550,0
106248,0
55128,0
101600,0
107393,0
56444,0
63092,0
96616,0
56207,0
118013,0
115665,0
76894,0
81935,0
18431,0
53032,0
63456,0
56482,0
117422,0
18959,0
54494,0
77702,0
95554,0
83058,0
13484,0
90435,0
69752,0
23689,0
40614,0
70699,0
75733,0
55359,0
61673,0
94778,0
4294,0
90190,0
106812,0
24576,0
43948,0
43518,0
18321,0
52611,0
85350,0
101259,0
39743,0
34963,0
77231,0
68291,0
38032,0
66141,0
1188,0
67900,0
69748,0
42033,0
82840,0
63511,0
80682,0
37901,0
80662,0
787,0
109202,0
80020,0
52921,0
8783,0
68039,0
54560,0
54048,0
41043,0
2026,0
97972,0
51328,0
100564,0
63166,0
45469,0
95992,0
107868,0
68124,0
53466,0
42942,0
81579,0
96132,0
11374,0
10515,0
83868,0
5377,0
20947,0
71434,0
92926,0
80082,0
51828,0
61650,0
13782,0
77401,0
93149,0
110558,0
72419,0
80012,0
98895,0
68862,0
22057,0
77359,0
32916,0
33728,0
93617,0
56122,0
89588,0
43852,0
87643,0
